Subdivision,Year,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan_Feb,Mar_May,Jun_Sep,Oct_Dec,Cloud_Visibility_Pct,Elevation_m,Max_Temp_C,Flood
Gujarat Region,2002,8.4,6.4,17.3,41.9,88.6,354.0,541.0,549.0,226.3,144.1,51.9,17.5,2046.3,14.8,147.8,1670.2,213.5,42.9,15.0,30.9,1
Assam & Meghalaya,2000,29.2,12.9,54.0,107.7,235.7,571.6,863.2,655.4,430.4,236.6,143.2,51.1,3391.0,42.1,397.4,2520.6,430.9,12.0,30.0,32.8,1
Assam & Meghalaya,1993,20.9,21.1,65.1,66.5,228.3,648.2,926.6,634.3,442.5,209.8,85.3,33.1,3381.6,41.9,359.8,2651.7,328.2,12.0,500.0,24.7,1
Gangetic West Bengal,2008,2.3,12.0,18.0,116.9,73.8,488.2,677.4,408.1,206.9,83.2,57.7,5.2,2149.7,14.3,208.7,1780.6,146.1,36.6,15.0,30.0,1
Assam & Meghalaya,1997,12.6,23.3,22.5,91.6,227.4,596.6,1009.5,390.5,344.6,165.7,140.6,26.8,3051.8,35.9,341.5,2341.3,333.2,12.0,500.0,31.4,1
Coastal Karnataka,1999,18.6,29.0,38.7,142.2,118.2,651.1,822.0,560.1,465.7,263.0,88.9,28.8,3226.3,47.6,299.1,2498.9,380.7,12.0,500.0,27.0,1
Bihar,2017,16.3,9.2,16.4,86.0,182.8,256.9,220.5,690.5,224.3,204.5,63.7,22.3,1993.4,25.5,285.3,1392.2,290.4,57.6,500.0,34.0,0
East Uttar Pradesh,2016,5.1,34.1,45.7,32.5,198.8,390.4,449.3,536.2,130.8,205.9,46.6,13.4,2088.8,39.2,277.0,1506.6,265.9,48.2,80.0,36.1,1
Tamil Nadu,2015,7.8,7.5,32.8,66.9,192.6,378.8,473.7,399.0,359.1,86.6,55.3,6.8,2066.9,15.3,292.3,1610.6,148.7,48.0,15.0,26.5,1
Coastal Karnataka,2001,15.3,16.9,51.5,61.3,168.6,329.3,1170.8,547.3,476.5,247.1,110.8,15.4,3210.7,32.2,281.4,2523.8,373.3,12.0,500.0,29.9,1
Odisha,2016,7.1,16.9,54.0,38.8,104.8,427.7,658.3,314.4,156.7,173.0,37.9,20.2,2009.7,24.0,197.6,1557.0,231.1,31.5,500.0,27.5,1
Gujarat Region,2013,14.9,9.4,38.6,92.6,176.2,382.1,217.3,338.3,331.3,230.8,70.2,12.6,1914.4,24.4,307.4,1269.0,313.6,49.8,250.0,28.6,0
Kerala,1984,16.2,17.3,21.8,106.8,200.3,589.7,487.4,751.2,244.9,242.7,14.9,40.7,2734.0,33.5,329.0,2073.2,298.3,34.7,15.0,34.6,1
East Uttar Pradesh,2000,3.1,7.9,36.7,40.7,231.0,472.4,388.9,487.0,246.3,190.4,33.9,6.0,2144.4,11.1,308.4,1594.6,230.3,52.9,500.0,31.8,0
East Uttar Pradesh,1988,11.4,7.8,20.4,60.6,129.8,350.0,605.6,228.0,371.1,279.5,72.6,3.2,2140.0,19.2,210.8,1554.8,355.3,36.6,850.0,28.4,1
Kerala,2023,20.5,30.6,36.7,110.8,220.7,512.7,674.0,612.6,360.3,124.2,147.1,20.6,2870.8,51.1,368.2,2159.6,292.0,26.8,250.0,25.0,1
Gujarat Region,1987,4.4,0.0,29.7,73.7,113.2,355.5,499.9,195.0,158.1,72.1,82.4,27.6,1611.3,4.4,216.5,1208.4,182.1,45.9,30.0,32.5,1
Sub-Himalayan West Bengal,2013,3.1,14.4,15.1,42.3,226.9,417.7,566.0,402.1,360.5,121.9,65.1,18.0,2253.1,17.5,284.3,1746.4,204.9,39.0,30.0,25.6,1
Sub-Himalayan West Bengal,2023,9.6,10.9,32.4,100.1,168.0,275.6,531.4,359.5,186.3,249.4,47.3,0.0,1970.5,20.5,300.4,1352.9,296.7,50.8,850.0,28.9,0
Odisha,1982,0.0,18.1,29.2,81.2,126.8,420.7,552.4,715.0,344.7,157.6,52.1,18.0,2515.8,18.1,237.2,2032.8,227.6,28.6,80.0,26.0,1
Gangetic West Bengal,2003,5.7,0.0,18.5,87.3,107.8,188.4,446.3,434.9,261.4,159.5,99.3,5.9,1815.1,5.7,213.6,1331.1,264.8,38.7,500.0,32.0,0
Gangetic West Bengal,2009,14.9,13.4,8.8,43.7,94.1,388.3,562.2,297.9,138.2,160.2,25.8,18.8,1766.3,28.3,146.6,1386.6,204.8,50.0,15.0,27.3,0
Gangetic West Bengal,2005,10.2,6.8,9.2,87.2,152.7,450.0,525.9,497.7,227.5,80.5,122.1,10.4,2180.2,17.0,249.1,1701.1,213.0,40.2,15.0,30.3,1
East Uttar Pradesh,1998,7.6,8.6,34.0,62.6,113.0,92.1,458.0,511.2,250.1,184.1,105.6,23.6,1850.5,16.2,209.6,1311.3,313.3,60.0,80.0,32.2,1
East Uttar Pradesh,1987,12.2,5.5,24.9,75.6,90.8,263.3,353.3,516.3,187.2,62.6,51.2,18.3,1661.0,17.7,191.2,1320.1,132.1,51.3,15.0,35.1,1
Odisha,1981,10.9,13.9,27.6,71.4,163.3,335.5,130.0,246.9,199.5,203.2,87.2,22.9,1512.3,24.9,262.3,911.9,313.3,73.5,250.0,26.7,0
Kerala,2013,20.1,28.1,58.0,73.9,254.5,712.0,821.3,757.4,483.3,205.5,54.0,13.8,3481.9,48.2,386.3,2774.1,273.3,12.0,500.0,36.4,1
Assam & Meghalaya,2012,15.7,27.2,45.0,128.8,252.8,395.6,598.2,521.4,565.6,247.3,97.3,32.3,2927.2,42.8,426.6,2080.8,377.0,24.7,15.0,35.3,1
Bihar,2022,18.1,15.2,13.5,48.2,123.6,529.7,311.5,479.5,209.0,135.4,94.8,4.8,1983.2,33.3,185.3,1529.7,235.0,44.8,500.0,28.4,0
Odisha,2019,10.8,22.1,26.2,63.5,83.6,226.0,523.6,183.5,166.4,176.1,44.5,2.5,1528.6,32.9,173.2,1099.4,223.0,58.1,15.0,29.1,1
Kerala,2010,14.6,36.4,64.7,74.0,308.7,442.0,768.4,795.6,243.2,200.1,135.7,15.6,3098.9,51.0,447.4,2249.2,351.4,15.3,500.0,25.5,1
Kerala,2010,12.8,28.9,50.5,114.1,234.2,656.5,571.6,774.4,418.3,289.9,157.4,19.4,3327.9,41.7,398.7,2420.8,466.6,23.0,15.0,27.3,1
Tamil Nadu,2021,3.4,18.1,34.5,94.6,114.3,301.0,643.1,438.6,112.4,242.0,48.1,26.4,2076.5,21.5,243.4,1495.2,316.5,35.7,15.0,24.2,1
Konkan & Goa,1988,8.6,24.8,40.1,117.7,231.2,581.9,962.5,591.4,372.2,258.5,148.0,17.6,3354.4,33.4,389.1,2507.9,424.0,12.0,250.0,30.9,1
Kerala,2013,0.1,24.1,41.0,89.9,269.0,446.7,851.1,584.1,477.0,182.9,82.7,39.0,3087.7,24.2,400.0,2358.9,304.6,16.1,30.0,34.4,1
Coastal Karnataka,2022,13.6,23.1,68.7,89.8,327.7,532.0,932.2,506.6,485.2,186.2,98.6,41.8,3305.5,36.8,486.3,2456.0,326.5,12.0,500.0,32.9,1
Bihar,2000,11.5,28.9,9.6,107.1,173.5,236.5,599.7,321.2,178.2,47.3,117.8,3.4,1834.6,40.4,290.2,1335.6,168.5,49.1,15.0,28.3,1
Assam & Meghalaya,1992,19.3,20.8,17.3,83.6,142.9,489.8,925.7,736.0,374.1,180.4,73.1,21.4,3084.3,40.1,243.8,2525.6,274.9,12.0,15.0,26.7,1
Coastal Karnataka,2010,16.0,21.4,77.8,103.1,165.1,747.5,966.7,557.3,419.2,328.5,142.3,29.1,3574.0,37.4,346.0,2690.6,499.9,12.0,30.0,36.0,1
Kerala,2018,16.6,31.8,60.4,121.9,256.7,572.2,1021.2,733.7,356.2,349.7,162.8,45.5,3728.6,48.4,439.0,2683.2,557.9,12.0,80.0,34.0,1
Tamil Nadu,2003,11.5,11.7,22.3,71.8,137.5,345.1,691.7,303.2,329.2,165.1,116.2,26.4,2231.6,23.2,231.6,1669.1,307.7,36.0,250.0,33.2,1
Odisha,2009,4.8,15.5,19.0,82.3,173.8,195.4,361.1,393.3,240.9,104.5,78.4,22.6,1691.4,20.4,275.0,1190.6,205.4,59.5,850.0,29.1,1
Konkan & Goa,1982,17.2,32.2,35.0,109.8,216.6,703.5,690.9,676.0,451.0,255.8,80.3,27.7,3295.9,49.4,361.4,2521.4,363.7,13.0,500.0,27.0,1
East Uttar Pradesh,1981,9.2,2.6,23.2,40.6,130.4,400.8,560.7,333.6,432.0,301.0,91.3,3.8,2329.2,11.8,194.2,1727.2,396.0,34.7,250.0,23.1,1
Kerala,1994,18.0,20.2,40.9,115.0,338.5,372.4,1195.7,782.8,498.1,363.0,96.4,37.7,3878.7,38.2,494.4,2849.0,497.1,12.0,500.0,24.1,1
Sub-Himalayan West Bengal,1982,17.1,20.6,38.9,64.3,118.5,506.7,654.0,587.6,116.8,97.3,58.2,22.5,2302.4,37.7,221.6,1865.1,178.0,39.7,80.0,34.3,1
Bihar,2010,13.1,28.3,38.5,10.4,193.6,495.2,333.2,336.5,259.6,125.8,40.3,19.7,1894.2,41.4,242.5,1424.5,185.7,41.5,30.0,28.8,1
Kerala,2007,13.6,23.7,38.6,91.6,186.7,645.3,866.4,663.8,428.2,303.4,107.9,21.8,3391.1,37.3,316.9,2603.8,433.1,12.0,15.0,27.1,1
Tamil Nadu,1981,17.8,17.6,41.5,15.2,206.9,480.2,587.5,488.4,191.9,83.3,36.9,16.1,2183.3,35.4,263.6,1748.0,136.3,45.2,30.0,27.8,1
Coastal Karnataka,2000,22.7,34.7,51.8,113.3,217.1,404.7,715.3,771.2,399.7,311.5,99.8,33.8,3175.6,57.4,382.2,2290.9,445.1,12.0,500.0,30.4,1
Odisha,1999,7.8,17.3,61.4,82.9,153.3,297.0,530.4,321.4,145.6,177.8,94.0,16.4,1905.2,25.1,297.6,1294.4,288.1,36.0,80.0,27.4,1
Sub-Himalayan West Bengal,2024,0.0,4.5,8.0,90.5,146.6,624.4,416.0,414.6,321.1,59.0,123.2,35.4,2243.3,4.5,245.0,1776.1,217.6,49.0,80.0,35.4,1
Gangetic West Bengal,2013,12.1,18.6,13.4,47.7,106.7,348.1,349.9,514.7,421.0,122.6,63.2,17.7,2035.9,30.8,167.9,1633.7,203.5,47.3,15.0,26.7,1
Odisha,2020,14.3,9.2,17.6,82.2,91.6,406.1,585.3,331.4,262.1,156.2,38.5,17.4,2011.8,23.5,191.5,1584.8,212.1,41.5,80.0,28.3,1
Bihar,2001,10.3,26.8,26.6,61.6,210.2,209.9,606.1,399.6,212.7,148.2,39.1,26.7,1978.0,37.1,298.4,1428.4,214.1,46.7,15.0,35.9,1
Konkan & Goa,2012,14.4,19.8,39.4,72.3,276.0,709.3,1026.5,747.8,446.0,368.0,166.0,38.0,3923.6,34.2,387.8,2929.7,572.0,12.0,30.0,30.9,1
Rayalseema,2009,12.8,18.9,25.7,60.1,162.4,319.1,295.3,389.4,260.6,226.9,48.4,14.3,1834.0,31.7,248.3,1264.4,289.7,53.9,250.0,27.1,0
Odisha,2011,0.0,22.6,35.7,20.6,184.2,187.4,692.9,389.6,362.4,156.5,49.9,30.3,2132.2,22.6,240.5,1632.4,236.7,30.7,80.0,29.6,1
Assam & Meghalaya,2018,21.4,16.8,42.4,110.9,265.9,619.2,1012.2,724.6,425.8,253.4,126.9,14.2,3633.5,38.2,419.2,2781.7,394.5,12.0,15.0,25.8,1
Sub-Himalayan West Bengal,2021,17.3,21.7,30.1,47.0,183.7,399.1,587.3,801.1,276.6,86.3,43.0,16.1,2509.4,39.0,260.8,2064.1,145.4,32.2,850.0,26.9,0
Assam & Meghalaya,2003,9.1,21.8,57.0,82.1,224.9,534.0,916.5,621.6,401.1,173.9,98.8,38.5,3179.4,30.9,364.1,2473.2,311.2,12.0,15.0,32.4,1
Bihar,2019,14.5,15.4,17.5,55.2,143.5,314.9,619.1,571.3,425.0,206.1,107.1,30.8,2520.6,29.9,216.3,1930.4,344.0,30.7,15.0,31.2,1
Kerala,1997,21.6,32.8,43.1,69.0,201.6,559.0,1003.0,841.6,378.6,269.3,90.6,29.6,3539.8,54.4,313.7,2782.2,389.6,12.0,15.0,35.5,1
Kerala,2010,13.9,10.1,55.1,109.9,214.2,584.9,848.8,501.4,268.0,288.8,71.9,26.9,2994.0,24.0,379.2,2203.2,387.5,13.7,80.0,32.2,1
Odisha,2020,12.8,6.0,41.7,100.0,182.0,373.2,615.1,345.6,285.3,241.4,63.4,15.3,2281.8,18.9,323.7,1619.2,320.1,35.1,500.0,26.7,1
Kerala,2022,20.1,8.6,33.1,96.3,253.3,667.5,668.1,674.1,305.8,210.7,76.7,8.3,3022.6,28.7,382.7,2315.5,295.7,21.6,250.0,23.5,1
Kerala,1982,24.1,35.1,63.6,98.3,249.5,542.5,694.8,891.2,312.8,261.6,126.6,25.3,3325.6,59.2,411.5,2441.4,413.6,12.0,30.0,26.3,1
East Uttar Pradesh,2014,7.9,28.4,5.0,18.2,149.0,351.1,773.0,432.1,81.8,75.1,63.6,27.4,2012.7,36.3,172.3,1638.0,166.1,32.5,250.0,26.7,1
Assam & Meghalaya,2000,19.1,15.1,23.0,96.7,231.9,404.2,830.1,623.7,327.1,128.2,92.5,20.7,2812.4,34.2,351.6,2185.1,241.4,12.0,15.0,25.0,1
Coastal Karnataka,2007,15.8,46.3,33.7,67.8,314.7,496.6,694.2,593.3,338.3,231.4,66.9,36.9,2935.9,62.1,416.2,2122.4,335.3,20.3,500.0,26.4,1
Kerala,1991,17.5,30.0,9.7,97.0,244.8,440.8,652.8,1037.6,457.8,202.4,89.0,23.8,3303.2,47.5,351.5,2589.0,315.2,12.0,80.0,29.4,1
Gujarat Region,2003,9.2,10.6,29.9,117.8,157.6,391.2,470.7,640.1,301.4,131.5,62.3,10.6,2332.7,19.8,305.3,1803.3,204.3,44.1,80.0,29.0,1
Gujarat Region,2011,10.1,22.8,67.8,16.1,81.0,398.1,729.9,502.1,241.8,121.2,50.0,20.0,2260.8,32.9,164.9,1871.8,191.1,31.1,250.0,31.2,1
Gangetic West Bengal,2002,6.0,8.0,45.1,29.2,152.5,382.0,592.7,600.1,173.3,164.4,38.5,20.1,2212.0,14.0,226.8,1748.1,223.0,39.4,80.0,26.0,1
Coastal Karnataka,2012,29.0,11.1,50.7,92.1,281.6,403.3,1022.4,901.7,362.0,122.1,113.1,10.2,3399.4,40.1,424.5,2689.4,245.5,12.0,500.0,36.3,1
Gangetic West Bengal,2013,16.5,19.6,33.1,68.1,124.1,364.0,614.6,287.9,411.6,40.1,56.6,14.9,2051.0,36.1,225.3,1678.0,111.6,42.0,15.0,31.1,1
Gujarat Region,1996,10.3,17.5,40.2,74.1,149.8,449.8,514.2,490.3,347.5,183.2,41.1,41.1,2359.2,27.9,264.2,1801.8,265.4,46.5,15.0,35.9,0
Konkan & Goa,2000,8.2,39.3,37.6,68.7,248.2,459.8,574.2,488.3,246.9,340.3,81.4,23.8,2616.6,47.5,354.5,1769.2,445.4,39.1,500.0,33.9,1
Gangetic West Bengal,2021,12.1,23.7,39.1,55.6,83.4,414.3,617.5,283.5,267.0,235.3,9.1,33.3,2073.8,35.9,178.0,1582.2,277.7,36.1,80.0,25.6,1
Bihar,1983,12.7,6.1,46.7,51.7,70.4,430.1,587.0,372.1,338.7,157.1,50.2,22.3,2145.0,18.8,168.8,1727.8,229.6,40.8,850.0,30.5,0
Konkan & Goa,1981,22.4,19.3,53.1,97.4,224.2,563.0,1149.6,465.6,437.1,124.4,143.1,33.5,3332.6,41.6,374.7,2615.2,301.0,12.0,850.0,27.6,1
Odisha,2018,6.1,32.1,7.4,61.8,93.4,470.4,630.3,684.4,184.5,160.1,85.1,23.0,2438.5,38.2,162.6,1969.6,268.2,30.8,500.0,27.0,1
Sub-Himalayan West Bengal,1985,13.2,18.3,53.4,25.3,190.1,557.7,303.7,508.8,116.8,151.7,44.3,13.8,1997.0,31.5,268.8,1487.0,209.7,58.8,15.0,35.1,1
Rayalseema,2008,8.0,19.5,12.9,63.2,219.4,519.5,466.8,403.0,170.0,121.4,53.9,21.1,2078.7,27.6,295.4,1559.3,196.3,41.8,15.0,29.6,1
Bihar,1982,12.2,18.4,21.6,45.8,193.6,258.9,685.8,175.4,235.3,181.6,54.3,15.5,1898.4,30.6,261.0,1355.5,251.4,44.1,500.0,36.7,1
Tamil Nadu,2010,8.5,26.8,53.1,42.9,154.5,221.4,597.9,546.4,443.1,67.2,62.8,2.7,2227.4,35.3,250.5,1808.9,132.8,31.3,15.0,33.3,1
Rayalseema,2009,17.2,9.3,35.2,83.0,55.9,324.8,414.4,328.7,384.0,87.4,77.3,18.2,1835.5,26.5,174.1,1452.0,182.9,48.0,850.0,31.5,0
Gangetic West Bengal,2004,12.7,11.9,46.5,58.7,131.2,398.2,712.6,171.3,311.0,28.9,97.5,13.2,1993.7,24.6,236.4,1593.1,139.6,28.5,15.0,33.8,1
Gujarat Region,2011,14.4,25.2,0.0,50.5,158.5,424.9,846.1,464.2,268.3,229.6,48.6,27.2,2557.4,39.6,209.0,2003.5,305.4,24.2,80.0,26.9,1
Konkan & Goa,2014,18.8,36.0,43.2,91.5,160.8,444.6,687.9,686.2,325.6,176.9,77.9,21.9,2771.3,54.8,295.6,2144.3,276.6,21.5,500.0,26.9,1
Assam & Meghalaya,1998,19.6,26.0,55.1,62.6,283.8,350.6,904.1,861.6,382.1,215.9,65.3,26.3,3253.2,45.7,401.5,2498.4,307.6,12.0,850.0,28.2,1
Assam & Meghalaya,2008,14.5,11.6,71.1,102.7,256.3,526.6,659.3,698.3,373.9,220.1,140.4,33.4,3108.1,26.1,430.1,2258.1,393.8,28.8,15.0,30.3,1
Gangetic West Bengal,2000,22.4,7.6,42.4,46.7,95.7,589.5,338.3,463.7,226.9,188.5,26.1,20.8,2068.6,29.9,184.8,1618.5,235.4,49.3,250.0,35.3,1
Assam & Meghalaya,2024,25.0,31.9,51.5,119.0,148.8,592.0,769.3,609.1,330.6,340.3,121.5,13.5,3152.5,56.9,319.3,2301.1,475.2,16.8,250.0,36.6,1
Odisha,2009,11.9,13.3,23.5,28.3,303.7,429.9,530.5,450.1,203.0,280.2,78.4,0.6,2353.6,25.3,355.5,1613.6,359.2,46.3,30.0,36.6,1
East Uttar Pradesh,2006,14.5,8.8,61.9,71.5,124.1,343.0,496.0,456.8,372.5,101.1,14.2,33.0,2097.4,23.3,257.4,1668.3,148.4,37.0,850.0,36.5,0
Assam & Meghalaya,1989,13.0,14.5,37.8,91.8,244.5,753.4,949.8,722.5,329.5,230.7,134.8,30.1,3552.4,27.6,374.1,2755.1,395.7,12.0,80.0,32.8,1
Assam & Meghalaya,2001,10.8,25.7,66.1,78.7,323.5,376.5,711.6,1012.1,432.7,243.9,150.5,30.6,3462.7,36.5,468.3,2532.8,425.1,12.5,500.0,30.5,1
Rayalseema,1985,11.5,19.4,22.0,38.3,133.1,371.8,589.1,207.3,250.0,124.8,45.4,19.9,1832.6,30.9,193.4,1418.2,190.1,48.6,500.0,34.2,0
Bihar,2016,27.8,11.8,25.9,53.0,109.9,310.3,427.0,366.2,177.3,259.3,63.5,19.1,1851.1,39.6,188.8,1280.9,341.9,50.3,250.0,25.6,1
Sub-Himalayan West Bengal,2014,12.4,18.3,16.4,49.3,163.2,261.2,468.8,257.1,320.7,191.2,50.4,13.0,1822.0,30.7,228.9,1307.8,254.6,45.4,250.0,26.4,1
Assam & Meghalaya,2021,31.4,13.2,63.7,90.4,252.7,532.7,679.3,591.7,391.4,294.4,97.1,20.5,3058.5,44.6,406.8,2195.1,412.0,12.8,80.0,33.1,1
Konkan & Goa,1989,29.1,14.4,46.9,101.3,261.7,555.6,895.0,670.5,397.3,228.1,67.0,7.3,3274.2,43.5,409.9,2518.4,302.4,12.0,15.0,27.1,1
East Uttar Pradesh,2000,12.5,23.7,19.6,64.5,198.9,207.8,389.6,523.5,230.3,56.5,70.9,0.0,1797.8,36.2,283.0,1351.2,127.5,50.0,850.0,23.1,0
Odisha,2002,10.3,11.5,23.7,50.7,190.6,401.2,731.7,476.5,377.0,161.7,113.1,22.0,2570.1,21.8,265.0,1986.4,296.9,27.3,250.0,23.9,1
Gangetic West Bengal,1993,6.9,27.6,69.4,105.8,104.2,391.1,459.9,235.3,197.8,141.4,51.4,27.5,1818.2,34.5,279.5,1284.1,220.2,49.7,30.0,36.7,1
East Uttar Pradesh,2008,8.8,32.3,35.8,62.8,197.2,423.8,472.8,369.4,324.9,152.5,93.8,13.6,2187.8,41.2,295.8,1590.9,259.9,44.0,80.0,31.5,1
Odisha,2022,16.7,15.0,43.0,64.9,138.7,183.0,535.1,290.1,372.4,104.8,72.1,6.0,1841.8,31.7,246.6,1380.6,182.9,42.7,30.0,29.7,1
Gujarat Region,2024,13.8,22.5,22.9,47.8,74.2,359.0,425.2,592.6,347.4,131.2,145.6,23.3,2205.6,36.4,144.9,1724.2,300.2,38.1,250.0,33.7,1
Gangetic West Bengal,2014,16.9,18.6,42.1,46.0,186.2,386.8,539.2,494.7,297.8,187.3,60.6,5.8,2282.0,35.6,274.2,1718.4,253.8,41.6,250.0,31.8,1
Assam & Meghalaya,2016,7.5,27.7,64.6,65.5,301.1,509.0,771.3,709.6,422.4,270.7,132.5,13.4,3295.3,35.2,431.1,2412.3,416.7,13.3,250.0,32.9,1
Assam & Meghalaya,2001,10.9,19.6,68.5,72.9,240.2,493.0,832.9,621.7,281.4,238.4,96.8,31.1,3007.3,30.5,381.5,2229.0,366.3,12.0,15.0,24.9,1
Tamil Nadu,1989,9.5,19.8,37.6,20.2,125.0,468.0,365.3,604.3,307.4,64.4,74.5,20.0,2116.0,29.3,182.8,1745.0,158.9,37.1,850.0,23.1,0
East Uttar Pradesh,2010,3.1,27.4,20.0,53.4,151.4,238.9,580.4,428.8,297.2,137.8,65.7,17.2,2021.4,30.5,224.9,1545.3,220.7,46.6,500.0,27.0,1
Sub-Himalayan West Bengal,2019,8.1,19.8,38.3,40.4,100.4,463.8,270.7,589.7,209.6,62.4,73.2,20.6,1897.0,27.9,179.1,1533.7,156.3,49.3,30.0,23.2,1
Coastal Karnataka,1993,18.9,29.8,58.8,62.4,305.7,529.7,937.7,651.1,469.9,277.9,87.6,25.0,3454.4,48.7,426.8,2588.4,390.5,12.0,850.0,32.4,1
Gangetic West Bengal,1995,16.1,12.8,34.6,8.7,137.1,220.7,290.5,452.2,299.9,169.5,35.2,11.7,1688.9,28.9,180.4,1263.3,216.4,61.8,850.0,26.2,0
Kerala,2017,14.9,30.0,52.7,64.3,257.1,731.3,961.5,755.0,456.8,227.6,136.9,15.9,3704.1,44.9,374.1,2904.6,380.5,12.0,850.0,34.9,1
Odisha,2007,11.9,12.6,15.0,31.4,142.7,396.4,424.7,272.8,301.0,154.1,95.2,19.0,1876.9,24.5,189.2,1394.9,268.3,57.7,15.0,35.2,1
Assam & Meghalaya,2008,11.2,21.2,102.6,102.9,286.6,472.7,692.9,752.5,378.2,204.2,89.7,24.7,3139.3,32.4,492.0,2296.3,318.7,16.5,250.0,25.3,1
Coastal Karnataka,2013,24.9,33.3,47.6,134.8,261.3,550.6,1008.5,571.6,433.9,206.5,113.4,37.9,3424.3,58.1,443.7,2564.6,357.8,12.0,500.0,25.2,1
Coastal Karnataka,2024,17.6,27.8,27.2,97.8,216.6,504.8,711.3,651.4,397.1,167.7,152.4,10.4,2982.1,45.4,341.6,2264.6,330.5,18.8,250.0,36.1,1
East Uttar Pradesh,1989,7.9,2.6,4.3,41.6,176.6,280.9,767.3,562.9,182.1,217.8,83.9,15.2,2343.1,10.5,222.4,1793.2,317.0,31.6,30.0,27.3,1
Gangetic West Bengal,2000,10.3,16.6,8.9,0.0,134.5,432.6,698.0,426.1,239.0,0.7,66.8,9.1,2042.6,26.9,143.4,1795.7,76.6,35.8,500.0,34.2,1
Gangetic West Bengal,1986,0.0,5.6,37.5,97.0,148.6,357.6,582.5,496.3,406.7,142.3,113.7,26.2,2414.0,5.6,283.1,1843.1,282.2,25.3,80.0,31.1,1
Kerala,1983,25.1,24.0,52.9,62.9,294.6,572.1,790.1,633.0,291.7,200.5,123.1,23.4,3093.3,49.1,410.4,2286.8,346.9,18.6,30.0,30.9,1
Assam & Meghalaya,2003,20.5,26.8,30.7,135.0,374.4,601.9,872.2,760.0,271.4,150.1,138.3,32.2,3413.5,47.3,540.1,2505.5,320.6,13.8,500.0,36.5,1
Coastal Karnataka,2020,18.9,32.4,33.8,91.4,295.9,721.0,898.5,758.9,536.8,171.7,153.4,28.1,3740.9,51.3,421.0,2915.3,353.2,12.0,850.0,24.1,1
Rayalseema,2007,4.5,25.3,61.4,39.1,100.0,404.4,469.1,442.2,139.8,238.7,20.0,34.8,1979.2,29.7,200.5,1455.4,293.6,43.6,80.0,33.2,1
Kerala,1989,16.9,13.6,68.6,112.9,256.5,681.1,730.2,701.2,445.5,267.0,115.1,25.0,3433.6,30.5,438.0,2558.0,407.1,12.0,500.0,34.8,1
Konkan & Goa,1985,9.3,24.3,34.6,112.3,285.0,770.9,925.2,676.1,511.1,204.4,132.0,19.7,3704.7,33.5,431.8,2883.3,356.1,12.0,30.0,24.6,1
East Uttar Pradesh,2017,17.8,7.4,0.0,60.3,151.2,453.2,537.3,208.1,183.3,135.0,112.7,6.1,1872.4,25.2,211.5,1381.9,253.8,50.0,30.0,26.0,1
East Uttar Pradesh,1980,4.1,20.9,10.7,70.8,201.7,403.8,656.5,465.4,352.1,82.0,88.2,12.6,2368.8,25.0,283.2,1877.7,182.8,30.0,250.0,31.9,1
Bihar,2013,11.2,29.6,3.9,64.8,117.4,347.5,652.1,694.2,292.4,130.5,30.7,7.6,2382.0,40.8,186.2,1986.2,168.8,23.7,850.0,26.0,1
Sub-Himalayan West Bengal,1988,11.4,19.1,28.9,33.5,211.0,257.2,451.7,492.8,292.7,125.3,131.7,23.0,2078.5,30.5,273.4,1494.5,280.1,47.8,30.0,29.9,1
Konkan & Goa,1994,20.3,26.3,60.6,113.3,219.2,600.1,858.6,712.8,438.6,304.1,58.5,35.4,3447.8,46.6,393.1,2610.0,398.1,12.0,30.0,27.1,1
Coastal Karnataka,1996,22.4,16.8,55.1,115.0,297.1,612.0,873.9,625.9,401.3,303.7,167.8,23.3,3514.3,39.2,467.2,2513.2,494.7,15.3,850.0,29.7,1
Rayalseema,2005,5.0,21.5,12.7,60.4,125.0,244.6,266.3,209.9,310.0,194.5,55.9,4.7,1510.5,26.5,198.1,1030.9,255.0,62.8,15.0,27.9,1
Bihar,2011,21.0,18.4,55.3,24.2,154.4,648.6,564.5,485.9,244.7,139.8,41.9,22.4,2421.2,39.4,233.9,1943.7,204.1,36.5,500.0,29.6,1
Assam & Meghalaya,1993,12.2,6.0,59.9,95.3,288.6,665.0,744.2,689.3,506.0,278.9,103.0,16.7,3465.1,18.2,443.7,2604.5,398.7,12.0,500.0,23.8,1
Assam & Meghalaya,1993,4.1,39.5,37.7,83.6,292.6,636.7,859.2,681.1,469.2,223.6,98.6,45.1,3470.9,43.6,413.9,2646.2,367.2,12.0,30.0,35.2,1
Rayalseema,2023,0.0,6.0,32.1,68.2,91.8,354.9,409.2,558.9,322.1,281.7,102.1,24.9,2251.9,6.0,192.1,1645.1,408.7,44.5,30.0,32.7,1
Coastal Karnataka,1999,17.4,24.4,54.5,103.7,271.6,505.1,739.6,819.7,497.1,223.7,101.1,43.3,3401.4,41.8,429.8,2561.6,368.1,12.0,250.0,33.4,1
Gujarat Region,1984,4.6,20.8,49.5,80.8,171.7,337.2,541.2,367.1,360.5,58.4,125.9,13.3,2131.3,25.4,302.0,1606.1,197.7,46.4,500.0,28.2,1
